record,group,seg,t0_s,n_gt,TP,FP,FN,F1,bad,p_bad_oof,sampen,kurtosis,spec_entropy,band_ratio,rr_cv,rr_plaus,bsqi,n_det,psd_fhr,tau_acf,peak_prob_mean,prob_max
r07,PhysioNet,9,36.0,9,9,0,0,100.000000,0,0.000699,0.548426,11.2702,0.715382,0.488498,0.010292,1,1,9,0.175389,3,0.992077,0.99784
r07,PhysioNet,10,40.0,8,8,0,0,100.000000,0,0.000989,0.718441,3.83861,0.717319,0.00699788,0.00839782,1,0.875,8,0.112687,4,0.996533,0.998028
r07,PhysioNet,11,44.0,9,9,0,0,100.000000,0,0.000876,0.45578,35.5119,0.720337,0.278514,0.00845288,1,0.2,9,0.159771,4,0.994784,0.997509
r07,PhysioNet,12,48.0,8,8,0,0,100.000000,0,0.003254,0.653563,7.58009,0.716622,0.449071,0.00609931,1,1,8,0.168224,3,0.997098,0.9979
r07,PhysioNet,13,52.0,9,9,0,0,100.000000,0,0.000406,0.426603,25.6199,0.660095,0.36591,0.00277623,1,0,9,0.0489859,4,0.997472,0.998312
r07,PhysioNet,14,56.0,8,8,0,0,100.000000,0,0.000830,0.448959,28.3975,0.630654,0.139746,0.00619565,1,0.222222,8,0.0983055,4,0.996964,0.998353
r07,PhysioNet,15,60.0,9,9,0,0,100.000000,0,0.016084,0.781882,5.71445,0.728894,0.311365,0.0028541,1,1,9,0.200219,3,0.996567,0.997633
r07,PhysioNet,16,64.0,8,8,0,0,100.000000,0,0.011775,0.532134,31.1037,0.633719,0.314205,0.00604812,1,0.222222,8,0.182911,4,0.993661,0.997023
r07,PhysioNet,17,68.0,9,9,0,0,100.000000,0,0.019054,0.449861,20.5003,0.622564,0.398158,0.0133152,1,0.181818,9,0.0938508,4,0.98993,0.997881
r07,PhysioNet,18,72.0,8,8,0,0,100.000000,0,0.001088,0.761737,5.45475,0.723237,0.0817464,0.0104781,1,1,8,0.165035,3,0.996448,0.997394
r07,PhysioNet,19,76.0,9,9,0,0,100.000000,0,0.001233,0.568004,27.0934,0.746851,0.355389,0.0057697,1,0,9,0.177497,4,0.994802,0.997896
r07,PhysioNet,20,80.0,8,8,0,0,100.000000,0,0.007795,0.508168,23.0457,0.637579,0.180247,0.0174704,1,0.2,8,0.095197,4,0.992865,0.99761
r07,PhysioNet,21,84.0,8,8,0,0,100.000000,0,0.012380,0.580817,38.9657,0.662855,0.238838,0.0351108,1,0.222222,8,0.154105,4,0.986548,0.997621
r07,PhysioNet,22,88.0,8,8,0,0,100.000000,0,0.005553,1.00171,5.80486,0.757411,0.194767,0.00877953,1,1,8,0.179857,3,0.995616,0.997862
r07,PhysioNet,23,92.0,9,9,0,0,100.000000,0,0.000579,0.878354,5.73742,0.748413,0.255381,0.00559355,1,1,9,0.133177,3,0.995988,0.997076
r07,PhysioNet,24,96.0,8,8,0,0,100.000000,0,0.000758,0.866213,5.74072,0.749653,0.298138,0.00748108,1,1,8,0.138947,3,0.996204,0.997962
r07,PhysioNet,25,100.0,9,9,0,0,100.000000,0,0.005714,0.443561,20.5049,0.628456,0.32739,0.0164913,1,0.363636,9,0.110756,4,0.987098,0.997079
r07,PhysioNet,26,104.0,8,8,0,0,100.000000,0,0.004141,0.901563,4.28508,0.725215,0.103452,0.0113073,1,1,8,0.117355,3,0.996206,0.99794
r07,PhysioNet,27,108.0,8,8,0,0,100.000000,0,0.005619,0.377728,26.595,0.611578,0.366189,0.0164262,1,0.4,8,0.0846782,4,0.986473,0.997029
r07,PhysioNet,28,112.0,8,8,0,0,100.000000,0,0.007012,0.394274,23.6883,0.599115,0.195632,0.0205503,1,0.2,8,0.102752,4,0.993056,0.997678
r07,PhysioNet,29,116.0,9,9,0,0,100.000000,0,0.000455,0.452236,31.0769,0.639439,0.290926,0.00943489,1,0,9,0.0721086,4,0.99667,0.997647
r07,PhysioNet,30,120.0,8,8,0,0,100.000000,0,0.000478,0.464558,34.2482,0.632313,0.194047,0.00876266,1,0,8,0.0576912,4,0.996318,0.997955
r07,PhysioNet,31,124.0,8,8,0,0,100.000000,0,0.001224,0.761828,6.40531,0.73736,0.237001,0.00615081,1,1,8,0.13937,3,0.996625,0.99738
r07,PhysioNet,32,128.0,9,9,0,0,100.000000,0,0.008022,0.689444,5.84823,0.726164,0.432482,0.00730823,1,1,9,0.165774,3,0.9969,0.997817
r07,PhysioNet,33,132.0,8,8,0,0,100.000000,0,0.001636,0.715782,6.37358,0.719829,0.211478,0.00761995,1,0.875,8,0.163569,3,0.996663,0.997983
r07,PhysioNet,34,136.0,9,9,0,0,100.000000,0,0.093847,0.732632,22.0115,0.655725,0.051802,0.0141736,1,0.2,9,0.169888,4,0.994961,0.997447
r07,PhysioNet,35,140.0,8,8,0,0,100.000000,0,0.003614,0.576987,26.7385,0.634904,0.370203,0.0169239,1,0,8,0.0550797,4,0.992396,0.997981
r07,PhysioNet,36,144.0,9,9,0,0,100.000000,0,0.001090,0.486106,24.5838,0.610428,0.0491677,0.0103354,1,0.181818,9,0.0879246,4,0.993561,0.997894
r07,PhysioNet,37,148.0,8,8,0,0,100.000000,0,0.012979,0.788853,6.55978,0.730889,0.283144,0.0071283,1,1,8,0.182015,3,0.996519,0.997354
r07,PhysioNet,38,152.0,9,9,0,0,100.000000,0,0.001207,0.29707,16.9347,0.603217,0.376928,0.00786447,1,0.166667,9,0.141649,4,0.994906,0.998157
r07,PhysioNet,39,156.0,8,8,0,0,100.000000,0,0.010114,0.816516,7.32347,0.74225,0.362119,0.00744494,1,1,8,0.186997,3,0.995394,0.997458
r07,PhysioNet,40,160.0,8,8,0,0,100.000000,0,0.015917,0.470389,27.8905,0.628682,0.433528,0.0108189,1,0,8,0.127791,4,0.996779,0.997722
r07,PhysioNet,41,164.0,9,9,0,0,100.000000,0,0.021202,0.490055,26.6415,0.735633,0.384433,0.00692406,1,0,9,0.205425,4,0.996379,0.998127
r07,PhysioNet,42,168.0,8,8,0,0,100.000000,0,0.008227,0.735021,7.31725,0.739895,0.442274,0.00839782,1,0.875,8,0.153138,3,0.995867,0.997702
r07,PhysioNet,43,172.0,9,9,0,0,100.000000,0,0.008608,0.740212,6.1072,0.734035,0.445088,0.00507495,1,1,9,0.162165,3,0.997012,0.99827
r07,PhysioNet,44,176.0,8,8,0,0,100.000000,0,0.002506,0.470316,30.3956,0.723331,0.449381,0.00771517,1,0,8,0.155198,4,0.997373,0.998083
r07,PhysioNet,45,180.0,8,8,0,0,100.000000,0,0.000881,0.399768,37.5042,0.623283,0.345743,0.00756526,1,0.222222,8,0.121132,4,0.995103,0.997335
r07,PhysioNet,46,184.0,9,9,0,0,100.000000,0,0.007430,0.758312,7.47368,0.747296,0.433065,0.00557,1,0.941176,9,0.163787,3,0.995298,0.997659
r07,PhysioNet,47,188.0,8,8,0,0,100.000000,0,0.004540,0.759114,8.39563,0.730355,0.474683,0.00536227,1,1,8,0.14031,3,0.997342,0.997989
r07,PhysioNet,48,192.0,9,9,0,0,100.000000,0,0.001080,0.68118,5.80279,0.738696,0.425799,0.00818813,1,1,9,0.146377,3,0.996342,0.997655
r07,PhysioNet,49,196.0,8,8,0,0,100.000000,0,0.001103,0.467668,34.5583,0.635655,0.460032,0.00700836,1,0,8,0.0523198,4,0.996926,0.997749
r07,PhysioNet,50,200.0,8,8,0,0,100.000000,0,0.031429,0.790187,6.75764,0.745679,0.473751,0.00694988,1,1,8,0.181808,3,0.996559,0.997949
r07,PhysioNet,51,204.0,9,9,0,0,100.000000,0,0.001789,0.741935,7.00311,0.750136,0.356541,0.00724707,1,1,9,0.172687,3,0.996126,0.998323
r07,PhysioNet,52,208.0,8,8,0,0,100.000000,0,0.001151,0.578958,31.576,0.651227,0.270693,0.00711092,1,0.222222,8,0.105083,4,0.995103,0.997699
r07,PhysioNet,53,212.0,9,9,0,0,100.000000,0,0.004553,0.384052,11.6085,0.59428,0.190828,0.0139817,1,0,9,0.125922,4,0.991135,0.996473
r07,PhysioNet,54,216.0,8,8,0,0,100.000000,0,0.007721,0.4117,12.4803,0.573862,0.249001,0.012467,1,0.166667,8,0.0994176,5,0.987104,0.997388
r07,PhysioNet,55,220.0,9,9,0,0,100.000000,0,0.002104,0.401442,12.2512,0.594732,0.267252,0.00935593,1,0,9,0.170575,4,0.993155,0.997735
r07,PhysioNet,56,224.0,8,8,0,0,100.000000,0,0.001105,0.581476,13.6407,0.607917,0.289671,0.00898357,1,0,8,0.121262,4,0.995543,0.997329
r07,PhysioNet,57,228.0,8,8,0,0,100.000000,0,0.005855,0.547327,15.153,0.613585,0.270313,0.0200934,1,0,8,0.114341,4,0.988337,0.99671
r07,PhysioNet,58,232.0,8,8,0,0,100.000000,0,0.004561,0.548027,21.8319,0.626098,0.183605,0.0134045,1,0,8,0.0671665,4,0.995237,0.997355
r07,PhysioNet,59,236.0,8,8,0,0,100.000000,0,0.006845,0.508085,28.1416,0.635157,0.289512,0.0357369,1,0.222222,8,0.120188,4,0.990141,0.996686
r07,PhysioNet,60,240.0,8,8,0,0,100.000000,0,0.012369,0.544708,30.9802,0.735115,0.326778,0.0226411,1,0.222222,8,0.231495,4,0.987523,0.997814
r07,PhysioNet,61,244.0,8,8,0,0,100.000000,0,0.016084,0.798655,5.88759,0.729666,0.350515,0.00726126,1,1,8,0.198913,3,0.99644,0.997558
r07,PhysioNet,62,248.0,8,8,0,0,100.000000,0,0.136670,0.757075,5.23135,0.710879,0.270543,0.0116245,1,1,8,0.194669,3,0.995959,0.997528
r07,PhysioNet,63,252.0,8,8,0,0,100.000000,0,0.001099,0.554728,29.6806,0.634973,0.302662,0.00920937,1,0.222222,8,0.137511,4,0.992542,0.997264
r07,PhysioNet,64,256.0,8,8,0,0,100.000000,0,0.004417,0.437267,41.9721,0.61545,0.31793,0.0106534,1,0.222222,8,0.104664,4,0.992544,0.996924
r07,PhysioNet,65,260.0,8,8,0,0,100.000000,0,0.002559,0.766596,5.0493,0.734983,0.141098,0.00945755,1,1,8,0.174681,3,0.996147,0.997524
r07,PhysioNet,66,264.0,9,9,0,0,100.000000,0,0.000980,0.342559,27.6571,0.598611,0.253296,0.00964569,1,0.181818,9,0.101769,4,0.990472,0.99761
r07,PhysioNet,67,268.0,8,8,0,0,100.000000,0,0.005115,0.748974,8.01827,0.732884,0.38625,0.00604866,1,1,8,0.212305,3,0.996213,0.997741
r07,PhysioNet,68,272.0,8,8,0,0,100.000000,0,0.000913,0.397378,44.2668,0.626976,0.282369,0.00749355,1,0.222222,8,0.0956404,4,0.99277,0.997618
r07,PhysioNet,69,276.0,9,9,0,0,100.000000,0,0.024148,0.715774,6.81665,0.729956,0.485197,0.0128234,1,0.941176,9,0.161846,3,0.996096,0.998011
r07,PhysioNet,70,280.0,8,8,0,0,100.000000,0,0.004325,0.691624,7.1907,0.729065,0.206903,0.00883508,1,0.941176,8,0.232627,3,0.996593,0.997503
r07,PhysioNet,71,284.0,8,8,0,0,100.000000,0,0.014129,0.628705,6.63841,0.715647,0.402352,0.00961425,1,1,8,0.183013,3,0.997147,0.998335
r07,PhysioNet,72,288.0,8,8,0,0,100.000000,0,0.000451,0.644269,7.0037,0.720544,0.340342,0.00528621,1,1,8,0.148058,3,0.995601,0.99756
r07,PhysioNet,73,292.0,9,9,0,0,100.000000,0,0.000850,0.67333,8.24956,0.738981,0.280362,0.0071787,1,1,9,0.172583,3,0.997058,0.997744
r07,PhysioNet,74,296.0,8,8,0,0,100.000000,0,0.002293,0.708956,8.91252,0.709802,0.097639,0.00635234,1,1,8,0.173998,3,0.996678,0.997785
r08,PhysioNet,0,0.0,9,9,0,0,100.000000,0,0.003828,0.690241,10.7989,0.753428,0.161738,0.0154647,1,1,9,0.162936,3,0.992873,0.998593
r08,PhysioNet,1,4.0,8,8,0,0,100.000000,0,0.014942,0.737113,8.35986,0.745633,0.14929,0.022872,1,0.714286,8,0.0564167,3,0.987409,0.99879
r08,PhysioNet,2,8.0,9,9,0,0,100.000000,0,0.004157,0.624972,6.3699,0.74532,0.484933,0.00402179,1,0.666667,9,0.177619,3,0.996905,0.998823
r08,PhysioNet,3,12.0,8,8,0,0,100.000000,0,0.000808,0.646606,6.14451,0.715837,0.115596,0.00604866,1,0.625,8,0.116057,4,0.997617,0.998858
r08,PhysioNet,4,16.0,8,8,0,0,100.000000,0,0.001347,0.748863,6.91271,0.746521,0.55877,0.00584604,1,0.75,8,0.134982,3,0.998524,0.999008
r08,PhysioNet,5,20.0,8,8,0,0,100.000000,0,0.001637,0.697911,5.73852,0.718128,0.489163,0.00624735,1,0.625,8,0.103268,3,0.998361,0.999033
r08,PhysioNet,6,24.0,9,9,0,0,100.000000,0,0.006993,0.637922,6.5696,0.724534,0.562741,0.0143151,1,0.666667,9,0.0889112,3,0.997313,0.999171
r08,PhysioNet,7,28.0,9,9,0,0,100.000000,0,0.002244,0.693455,6.91837,0.753342,0.489895,0.00880938,1,0.705882,9,0.0415573,3,0.997362,0.998292
r08,PhysioNet,8,32.0,9,9,0,0,100.000000,0,0.000526,0.544252,7.3109,0.70667,0.237661,0.0054068,1,0.666667,9,0.0823679,4,0.99771,0.998873
r08,PhysioNet,9,36.0,9,9,0,0,100.000000,0,0.002837,0.457812,5.22231,0.730978,0.615069,0.0137253,1,0.352941,9,0.0865138,3,0.997726,0.998858
r08,PhysioNet,10,40.0,8,8,0,0,100.000000,0,0.003702,0.514999,4.43646,0.712667,0.272066,0.0105772,1,0.470588,8,0.0728484,4,0.997855,0.999096
r08,PhysioNet,11,44.0,10,10,0,0,100.000000,0,0.000470,0.575515,8.57905,0.739871,0.190388,0.00864962,1,0.842105,10,0.0563555,3,0.997388,0.999002
r08,PhysioNet,12,48.0,9,9,0,0,100.000000,0,0.003174,0.540573,7.36779,0.731206,0.257621,0.0134963,1,0.705882,9,0.15625,3,0.997891,0.998902
r08,PhysioNet,13,52.0,10,10,0,0,100.000000,0,0.002130,0.515807,8.10075,0.747709,0.290123,0.0135305,1,0.736842,10,0.0505089,3,0.997698,0.999114
r08,PhysioNet,14,56.0,9,9,0,0,100.000000,0,0.008297,0.51249,8.63825,0.712005,0.110493,0.0234104,1,0.625,9,0.0841029,3,0.994162,0.998976
r08,PhysioNet,15,60.0,8,8,0,0,100.000000,0,0.002079,0.58788,6.85374,0.751814,0.114095,0.0107633,1,0.875,8,0.163307,3,0.997703,0.999141
r08,PhysioNet,16,64.0,9,9,0,0,100.000000,0,0.000255,0.600344,9.55549,0.767584,0.053327,0.00554665,1,1,9,0.1558,3,0.998531,0.999049
r08,PhysioNet,17,68.0,8,8,0,0,100.000000,0,0.001358,0.501572,11.3224,0.69335,0.175458,0.00711092,1,0.333333,8,0.0698855,4,0.996035,0.998943
r08,PhysioNet,18,72.0,9,9,0,0,100.000000,0,0.000499,0.522417,11.4006,0.693061,0.32643,0.00812289,1,0.166667,9,0.0892573,4,0.998441,0.998933
r08,PhysioNet,19,76.0,9,9,0,0,100.000000,0,0.005922,0.476948,12.2404,0.736752,0.301351,0.0131177,1,0.666667,9,0.035923,4,0.994367,0.998981
r08,PhysioNet,20,80.0,9,9,0,0,100.000000,0,0.003360,0.647124,8.68593,0.787918,0.292307,0.0104484,1,1,9,0.198749,3,0.997696,0.998973
r08,PhysioNet,21,84.0,8,8,0,0,100.000000,0,0.001557,0.439242,10.8851,0.71281,0.403806,0.00867762,1,0.8,8,0.147269,4,0.998419,0.999122
r08,PhysioNet,22,88.0,8,8,0,0,100.000000,0,0.001193,0.460096,7.24217,0.693104,0.405228,0.00537516,1,0.5,8,0.0466549,4,0.998577,0.998926
r08,PhysioNet,23,92.0,9,9,0,0,100.000000,0,0.001868,0.488558,8.95668,0.765508,0.200694,0.0106718,1,1,9,0.157354,3,0.99873,0.999066
r08,PhysioNet,24,96.0,8,8,0,0,100.000000,0,0.001021,0.497703,9.37089,0.753608,0.408884,0.00892888,1,0.875,8,0.164939,3,0.998766,0.999083
r08,PhysioNet,25,100.0,9,9,0,0,100.000000,0,0.003013,0.55182,9.30563,0.77092,0.43551,0.00865801,1,0.888889,9,0.20669,3,0.998644,0.998919
r08,PhysioNet,26,104.0,9,9,0,0,100.000000,0,0.001657,0.501451,8.91389,0.773097,0.358385,0.00747618,1,1,9,0.180445,3,0.997945,0.999081
r08,PhysioNet,27,108.0,8,8,0,0,100.000000,0,0.000375,0.546479,12.3316,0.76048,0.492596,0.00640618,1,1,8,0.144353,3,0.998806,0.999071
r08,PhysioNet,28,112.0,8,8,0,0,100.000000,0,0.000689,0.496748,9.12651,0.738745,0.566716,0.00726079,1,0.875,8,0.152032,3,0.998185,0.999175
r08,PhysioNet,29,116.0,9,9,0,0,100.000000,0,0.001100,0.591925,13.7401,0.780812,0.283298,0.0202212,1,1,9,0.132784,3,0.996422,0.99878
r08,PhysioNet,30,120.0,9,9,0,0,100.000000,0,0.001737,0.469572,9.86989,0.744254,0.218514,0.0179554,1,0.823529,9,0.147108,3,0.998183,0.998709
r08,PhysioNet,31,124.0,10,10,0,0,100.000000,0,0.001849,0.412857,7.51542,0.717265,0.413439,0.00404504,1,1,10,0.254553,3,0.997124,0.998943
r08,PhysioNet,32,128.0,10,10,0,0,100.000000,0,0.000242,0.609338,9.72332,0.758646,0.382518,0.00992705,1,0.9,10,0.147494,3,0.998358,0.999013
r08,PhysioNet,33,132.0,10,10,0,0,100.000000,0,0.003954,0.565333,5.1068,0.743314,0.601279,0.0377325,1,0.6,10,0.275512,3,0.99829,0.999016
r08,PhysioNet,34,136.0,8,8,0,0,100.000000,0,0.004179,0.505187,7.72556,0.702655,0.531438,0.0283371,1,0.75,8,0.129099,3,0.99723,0.998886
r08,PhysioNet,35,140.0,9,9,0,0,100.000000,0,0.011210,0.490595,7.59071,0.729393,0.477379,0.0285106,1,0.777778,9,0.148378,3,0.996948,0.998969
r08,PhysioNet,36,144.0,8,8,0,0,100.000000,0,0.003356,0.45878,8.25207,0.733646,0.571667,0.0173671,1,0.875,8,0.115872,3,0.998281,0.999006
r08,PhysioNet,37,148.0,9,9,0,0,100.000000,0,0.000354,0.572657,9.78025,0.763192,0.538557,0.00998245,1,1,9,0.156105,3,0.998481,0.998765
r08,PhysioNet,38,152.0,9,9,0,0,100.000000,0,0.003633,0.450349,12.1152,0.732846,0.599001,0.0121885,1,0.888889,9,0.215317,3,0.996633,0.998983
r08,PhysioNet,39,156.0,9,9,0,0,100.000000,0,0.000635,0.533648,8.1024,0.754108,0.591024,0.00609575,1,0.777778,9,0.0429813,3,0.998452,0.998941
r08,PhysioNet,40,160.0,8,8,0,0,100.000000,0,0.000697,0.515497,11.7161,0.739219,0.514511,0.0060184,1,1,8,0.210464,3,0.997624,0.998907
r08,PhysioNet,41,164.0,9,9,0,0,100.000000,0,0.028152,0.504964,12.3809,0.758293,0.451784,0.0140313,1,0.777778,9,0.212423,3,0.997055,0.998843
r08,PhysioNet,42,168.0,9,9,0,0,100.000000,0,0.000277,0.510137,7.97126,0.74967,0.636642,0.00573916,1,0.888889,9,0.175959,3,0.998631,0.999
r08,PhysioNet,43,172.0,9,9,0,0,100.000000,0,0.020254,0.525365,8.24014,0.748956,0.455762,0.00980732,1,0.823529,9,0.205649,3,0.998402,0.99893
r08,PhysioNet,44,176.0,8,8,1,0,94.117647,0,0.037949,0.605806,13.9477,0.767575,0.252058,0.0410138,1,0.941176,9,0.172453,3,0.955373,0.998827
r08,PhysioNet,45,180.0,9,9,0,0,100.000000,0,0.009855,0.537433,7.2189,0.722965,0.21599,0.0162398,1,0.888889,9,0.280694,4,0.995426,0.999038
r08,PhysioNet,46,184.0,9,9,2,0,90.000000,0,0.111103,0.575654,5.9732,0.70011,0.266207,0.107146,0.9,0.5,11,0.263258,4,0.907125,0.998871
r08,PhysioNet,47,188.0,8,8,0,0,100.000000,0,0.003915,0.546461,9.84901,0.765242,0.29599,0.0969341,1,0.875,8,0.168197,3,0.998204,0.998953
r08,PhysioNet,48,192.0,7,7,0,0,100.000000,0,0.006452,0.560637,11.3132,0.75112,0.442514,0.0361325,1,0.857143,7,0.0876143,3,0.998899,0.999225
r08,PhysioNet,49,196.0,9,9,0,0,100.000000,0,0.018974,0.587751,8.59687,0.763083,0.13495,0.0216414,1,1,9,0.187108,3,0.998013,0.998983
r08,PhysioNet,50,200.0,9,9,0,0,100.000000,0,0.001117,0.513771,9.34562,0.737813,0.10491,0.00630551,1,0.888889,9,0.20879,3,0.998432,0.998724
r08,PhysioNet,51,204.0,9,9,0,0,100.000000,0,0.001535,0.588681,10.4608,0.768014,0.216369,0.00794519,1,1,9,0.177992,3,0.998278,0.998753
r08,PhysioNet,52,208.0,9,9,0,0,100.000000,0,0.002918,0.453288,9.27748,0.764279,0.157428,0.0149398,1,0.888889,9,0.150196,3,0.996267,0.999023
r08,PhysioNet,53,212.0,9,9,0,0,100.000000,0,0.000963,0.436874,7.6874,0.731354,0.317632,0.00866439,1,0.777778,9,0.0546969,3,0.995823,0.999166
r08,PhysioNet,54,216.0,8,8,0,0,100.000000,0,0.006112,0.489582,8.30921,0.73815,0.282247,0.0195883,1,0.875,8,0.206905,3,0.998512,0.999117
r08,PhysioNet,55,220.0,9,9,0,0,100.000000,0,0.220252,0.511127,8.09079,0.764638,0.44121,0.012987,1,0.705882,9,0.195241,3,0.995032,0.999016
r08,PhysioNet,56,224.0,9,9,0,0,100.000000,0,0.004453,0.408537,6.37273,0.716079,0.514101,0.0121046,1,0.705882,9,0.0761351,3,0.998346,0.999109
r08,PhysioNet,57,228.0,8,8,0,0,100.000000,0,0.001146,0.397926,10.6647,0.700065,0.485241,0.0061434,1,0.625,8,0.118117,4,0.995376,0.998959
r08,PhysioNet,58,232.0,9,9,0,0,100.000000,0,0.000604,0.400168,5.87532,0.710939,0.489275,0.0083682,1,0.588235,9,0.0939772,4,0.998438,0.998885
r08,PhysioNet,59,236.0,8,8,0,0,100.000000,0,0.000506,0.446889,6.73118,0.700868,0.584913,0.00839782,1,0.625,8,0.0593632,4,0.998471,0.99911
r08,PhysioNet,60,240.0,9,9,0,0,100.000000,0,0.000655,0.394821,6.824,0.724665,0.555734,0.00372484,1,0.555556,9,0.0792473,3,0.998575,0.998924
r08,PhysioNet,61,244.0,8,8,0,0,100.000000,0,0.000613,0.433476,8.18174,0.725208,0.575484,0.00431933,1,0.75,8,0.0586918,3,0.998683,0.999071
r08,PhysioNet,62,248.0,9,9,0,0,100.000000,0,0.001598,0.442644,8.66397,0.737381,0.665323,0.012817,1,0.888889,9,0.155422,3,0.996971,0.999173
r08,PhysioNet,63,252.0,8,8,0,0,100.000000,0,0.000209,0.481774,7.16813,0.726176,0.628182,0.00380539,1,0.875,8,0.122613,3,0.998676,0.999247
r08,PhysioNet,64,256.0,9,9,0,0,100.000000,0,0.000560,0.435085,7.48795,0.742627,0.566524,0.00557,1,0.777778,9,0.152544,3,0.998601,0.999082
r08,PhysioNet,65,260.0,8,8,0,0,100.000000,0,0.000627,0.398825,6.48117,0.6978,0.608918,0.00604866,1,0.5,8,0.0467918,3,0.998551,0.998943
r08,PhysioNet,66,264.0,8,8,0,0,100.000000,0,0.000365,0.486461,8.52715,0.749884,0.689711,0.00537516,1,0.75,8,0.185499,3,0.998795,0.999056
r08,PhysioNet,67,268.0,9,9,0,0,100.000000,0,0.000360,0.442843,6.34347,0.739635,0.672589,0.00421941,1,0.555556,9,0.196362,3,0.998795,0.999139
r08,PhysioNet,68,272.0,8,8,0,0,100.000000,0,0.000598,0.469684,9.73457,0.71786,0.62758,0.0100197,1,0.75,8,0.19855,3,0.995759,0.999061
r08,PhysioNet,69,276.0,9,9,0,0,100.000000,0,0.000647,0.46657,8.19037,0.737869,0.614235,0.00564126,1,0.777778,9,0.193639,3,0.998611,0.999022
r08,PhysioNet,70,280.0,8,8,0,0,100.000000,0,0.000490,0.476926,8.47401,0.739526,0.589594,0.00452985,1,0.625,8,0.25124,3,0.998743,0.999241
r08,PhysioNet,71,284.0,9,9,0,0,100.000000,0,0.000354,0.561367,11.526,0.765625,0.588579,0.0042735,1,1,9,0.133379,3,0.998563,0.998918
r08,PhysioNet,72,288.0,9,9,0,0,100.000000,0,0.000689,0.467087,7.86932,0.737217,0.588126,0.00429185,1,0.705882,9,0.147407,3,0.997887,0.99897
r08,PhysioNet,73,292.0,8,8,0,0,100.000000,0,0.000611,0.403377,5.4526,0.718634,0.589646,0.00620319,1,0.470588,8,0.0959623,3,0.99877,0.999051
r08,PhysioNet,74,296.0,9,9,0,0,100.000000,0,0.000277,0.447044,6.44457,0.73634,0.651345,0.00568979,1,0.705882,9,0.0818331,3,0.998565,0.998967
r10,PhysioNet,0,0.0,8,8,0,0,100.000000,0,0.001256,0.648614,9.00524,0.727394,0.463255,0.0380796,1,1,8,0.126758,3,0.997022,0.998203
r10,PhysioNet,1,4.0,8,8,0,0,100.000000,0,0.001018,0.637497,20.2538,0.69291,0.475079,0.0216615,1,0.222222,8,0.165374,4,0.992829,0.998284
r10,PhysioNet,2,8.0,8,8,0,0,100.000000,0,0.000828,0.828331,5.81818,0.73609,0.486919,0.0342131,1,1,8,0.165542,3,0.997238,0.998938
r10,PhysioNet,3,12.0,9,9,0,0,100.000000,0,0.000277,0.762153,7.48764,0.732604,0.509182,0.017766,1,1,9,0.186686,3,0.995996,0.998553
r10,PhysioNet,4,16.0,9,9,0,0,100.000000,0,0.000227,0.622526,7.54997,0.712209,0.551533,0.0148695,1,1,9,0.240776,3,0.99793,0.998849
r10,PhysioNet,5,20.0,9,9,0,0,100.000000,0,0.000198,0.611374,8.63135,0.723192,0.428113,0.016556,1,1,9,0.227431,3,0.996644,0.998461
r10,PhysioNet,6,24.0,9,9,0,0,100.000000,0,0.000198,0.576612,8.22642,0.723074,0.472062,0.0171601,1,1,9,0.228874,3,0.997672,0.998422
r10,PhysioNet,7,28.0,8,8,0,0,100.000000,0,0.000179,0.577291,10.9693,0.727298,0.496509,0.0145045,1,1,8,0.195661,3,0.997529,0.998372
r10,PhysioNet,8,32.0,8,8,0,0,100.000000,0,0.000626,0.611489,5.12538,0.697044,0.536156,0.0253396,1,0.666667,8,0.0942864,3,0.9927,0.997701
r10,PhysioNet,9,36.0,9,9,0,0,100.000000,0,0.000251,0.685284,6.02366,0.740646,0.47706,0.0107225,1,1,9,0.205199,3,0.997928,0.998484
r10,PhysioNet,10,40.0,9,9,0,0,100.000000,0,0.000179,0.573693,8.28547,0.726466,0.523874,0.0123976,1,1,9,0.211443,3,0.99758,0.998358
r10,PhysioNet,11,44.0,8,8,0,0,100.000000,0,0.000244,0.626254,9.04951,0.721539,0.5389,0.012022,1,1,8,0.208283,3,0.996288,0.997926
r10,PhysioNet,12,48.0,9,9,0,0,100.000000,0,0.000244,0.659814,8.4514,0.725994,0.515868,0.0106522,1,1,9,0.231557,3,0.997825,0.998752
r10,PhysioNet,13,52.0,8,8,0,0,100.000000,0,0.000198,0.607896,8.5886,0.718219,0.471861,0.0125456,1,1,8,0.174065,3,0.998059,0.9984
r10,PhysioNet,14,56.0,9,9,0,0,100.000000,0,0.000167,0.573939,7.74145,0.710054,0.486107,0.00735394,1,1,9,0.242588,3,0.997899,0.998892
r10,PhysioNet,15,60.0,9,9,0,0,100.000000,0,0.000244,0.655988,9.23778,0.725658,0.544995,0.01065,1,1,9,0.201291,3,0.99738,0.998562
r10,PhysioNet,16,64.0,9,9,0,0,100.000000,0,0.000179,0.585212,8.28593,0.716599,0.486531,0.00614875,1,0.941176,9,0.22583,3,0.997212,0.998677
r10,PhysioNet,17,68.0,8,8,0,0,100.000000,0,0.000175,0.517812,13.5272,0.680587,0.457697,0.00723443,1,1,8,0.275076,4,0.996557,0.998635
r10,PhysioNet,18,72.0,9,9,0,0,100.000000,0,0.000306,0.740134,6.13124,0.750062,0.476739,0.0130406,1,1,9,0.228709,3,0.994966,0.998403
